group,variable,path
B12002,099E,estimate.total.female.never_married.20_to_24_years
B12002,100E,estimate.total.female.never_married.25_to_29_years
B12002,101E,estimate.total.female.never_married.30_to_34_years
B12002,102E,estimate.total.female.never_married.35_to_39_years
B12002,103E,estimate.total.female.never_married.40_to_44_years
B12002,104E,estimate.total.female.never_married.45_to_49_years
B12002,105E,estimate.total.female.never_married.50_to_54_years
B12002,106E,estimate.total.female.never_married.55_to_59_years
B12002,107E,estimate.total.female.never_married.60_to_64_years
B12002,108E,estimate.total.female.never_married.65_to_74_years
B12002,109E,estimate.total.female.never_married.75_to_84_years
B12002,110E,estimate.total.female.never_married.85_years_and_over
B12002,111E,estimate.total.female.now_married
B12002,158E,estimate.total.female.widowed
B12002,159E,estimate.total.female.widowed.15_to_17_years
B12002,160E,estimate.total.female.widowed.18_and_19_years
B12002,161E,estimate.total.female.widowed.20_to_24_years
B12002,162E,estimate.total.female.widowed.25_to_29_years
B12002,163E,estimate.total.female.widowed.30_to_34_years
B12002,164E,estimate.total.female.widowed.35_to_39_years
B12002,165E,estimate.total.female.widowed.40_to_44_years
B12002,166E,estimate.total.female.widowed.45_to_49_years
B12002,167E,estimate.total.female.widowed.50_to_54_years
B12002,168E,estimate.total.female.widowed.55_to_59_years
B12002,169E,estimate.total.female.widowed.60_to_64_years
B12002,170E,estimate.total.female.widowed.65_to_74_years
B12002,171E,estimate.total.female.widowed.75_to_84_years
B12002,172E,estimate.total.female.widowed.85_years_and_over
B12002,173E,estimate.total.female.divorced
B12002,174E,estimate.total.female.divorced.15_to_17_years
B12002,175E,estimate.total.female.divorced.18_and_19_years
B12002,176E,estimate.total.female.divorced.20_to_24_years
B12002,177E,estimate.total.female.divorced.25_to_29_years
B12002,178E,estimate.total.female.divorced.30_to_34_years
B12002,179E,estimate.total.female.divorced.35_to_39_years
B12002,180E,estimate.total.female.divorced.40_to_44_years
B12002,181E,estimate.total.female.divorced.45_to_49_years
B12002,182E,estimate.total.female.divorced.50_to_54_years
B12002,183E,estimate.total.female.divorced.55_to_59_years
B12002,184E,estimate.total.female.divorced.60_to_64_years
B12002,185E,estimate.total.female.divorced.65_to_74_years
B12002,186E,estimate.total.female.divorced.75_to_84_years
B12002,187E,estimate.total.female.divorced.85_years_and_over
B12002A,001E,estimate.total
B12002A,002E,estimate.total.male
B12002A,003E,estimate.total.male.never_married
B12002A,005E,estimate.total.male.separated
B12002A,006E,estimate.total.male.widowed
B12002A,007E,estimate.total.male.divorced
B12002A,008E,estimate.total.female
B12002A,009E,estimate.total.female.never_married
B12002A,011E,estimate.total.female.separated
B12002A,012E,estimate.total.female.widowed
B12002A,013E,estimate.total.female.divorced
B12002B,001E,estimate.total
B12002B,002E,estimate.total.male
B12002B,003E,estimate.total.male.never_married
B12002B,005E,estimate.total.male.separated
B12002B,006E,estimate.total.male.widowed
B12002B,007E,estimate.total.male.divorced
B12002B,008E,estimate.total.female
B12002B,009E,estimate.total.female.never_married
B12002B,011E,estimate.total.female.separated
B12002B,012E,estimate.total.female.widowed
B12002B,013E,estimate.total.female.divorced
B12002C,001E,estimate.total
B12002C,002E,estimate.total.male
B12002C,003E,estimate.total.male.never_married
B12002C,005E,estimate.total.male.separated
B12002C,006E,estimate.total.male.widowed
B12002C,007E,estimate.total.male.divorced
B12002C,008E,estimate.total.female
B12002C,009E,estimate.total.female.never_married
B12002C,011E,estimate.total.female.separated
B12002C,012E,estimate.total.female.widowed
B12002C,013E,estimate.total.female.divorced
B12002D,001E,estimate.total
B12002D,002E,estimate.total.male
B12002D,003E,estimate.total.male.never_married
B12002D,005E,estimate.total.male.separated
B12002D,006E,estimate.total.male.widowed
B12002D,007E,estimate.total.male.divorced
B12002D,008E,estimate.total.female
B12002D,009E,estimate.total.female.never_married
B12002D,011E,estimate.total.female.separated
B12002D,012E,estimate.total.female.widowed
B12002D,013E,estimate.total.female.divorced
B12002E,001E,estimate.total
B12002E,002E,estimate.total.male
B12002E,003E,estimate.total.male.never_married
B12002E,005E,estimate.total.male.separated
B12002E,006E,estimate.total.male.widowed
B12002E,007E,estimate.total.male.divorced
B12002E,008E,estimate.total.female
B12002E,009E,estimate.total.female.never_married
B12002E,011E,estimate.total.female.separated
B12002E,012E,estimate.total.female.widowed
B12002E,013E,estimate.total.female.divorced
B12002F,001E,estimate.total
B12002F,002E,estimate.total.male
B12002F,003E,estimate.total.male.never_married
B12002F,005E,estimate.total.male.separated
B12002F,006E,estimate.total.male.widowed
B12002F,007E,estimate.total.male.divorced
B12002F,008E,estimate.total.female
B12002F,009E,estimate.total.female.never_married
B12002F,011E,estimate.total.female.separated
B12002F,012E,estimate.total.female.widowed
B12002F,013E,estimate.total.female.divorced
B12002G,001E,estimate.total
B12002G,002E,estimate.total.male
B12002G,003E,estimate.total.male.never_married
B12002G,005E,estimate.total.male.separated
B12002G,006E,estimate.total.male.widowed
B12002G,007E,estimate.total.male.divorced
B12002G,008E,estimate.total.female
B12002G,009E,estimate.total.female.never_married
B12002G,011E,estimate.total.female.separated
B12002G,012E,estimate.total.female.widowed
B12002G,013E,estimate.total.female.divorced
B12002H,001E,estimate.total
B12002H,002E,estimate.total.male
B12002H,003E,estimate.total.male.never_married
B12002H,005E,estimate.total.male.separated
B12002H,006E,estimate.total.male.widowed
B12002H,007E,estimate.total.male.divorced
B12002H,008E,estimate.total.female
B12002H,009E,estimate.total.female.never_married
B12002H,011E,estimate.total.female.separated
B12002H,012E,estimate.total.female.widowed
B12002H,013E,estimate.total.female.divorced
B12002I,001E,estimate.total
B12002I,002E,estimate.total.male
B12002I,003E,estimate.total.male.never_married
B12002I,005E,estimate.total.male.separated
B12002I,006E,estimate.total.male.widowed
B12002I,007E,estimate.total.male.divorced
B12002I,008E,estimate.total.female
B12002I,009E,estimate.total.female.never_married
B12002I,011E,estimate.total.female.separated
B12002I,012E,estimate.total.female.widowed
B12002I,013E,estimate.total.female.divorced
B12006,001E,estimate.total
B12006,002E,estimate.total.never_married
B12006,003E,estimate.total.never_married.male
B12006,004E,estimate.total.never_married.male.in_labor_force
B12006,005E,estimate.total.never_married.male.in_labor_force.employed_or_in_armed_forces
B12006,006E,estimate.total.never_married.male.in_labor_force.unemployed
B12006,007E,estimate.total.never_married.male.not_in_labor_force
B12006,008E,estimate.total.never_married.female
B12006,009E,estimate.total.never_married.female.in_labor_force
B12006,010E,estimate.total.never_married.female.in_labor_force.employed_or_in_armed_forces
B12006,011E,estimate.total.never_married.female.in_labor_force.unemployed
B12006,012E,estimate.total.never_married.female.not_in_labor_force
B12006,024E,estimate.total.separated
B12006,025E,estimate.total.separated.male
B12006,026E,estimate.total.separated.male.in_labor_force
B12006,027E,estimate.total.separated.male.in_labor_force.employed_or_in_armed_forces
B12006,028E,estimate.total.separated.male.in_labor_force.unemployed
B12006,029E,estimate.total.separated.male.not_in_labor_force
B12006,030E,estimate.total.separated.female
B12006,031E,estimate.total.separated.female.in_labor_force
B12006,032E,estimate.total.separated.female.in_labor_force.employed_or_in_armed_forces
B12006,033E,estimate.total.separated.female.in_labor_force.unemployed
B12006,034E,estimate.total.separated.female.not_in_labor_force
B12006,035E,estimate.total.widowed
B12006,036E,estimate.total.widowed.male
B12006,037E,estimate.total.widowed.male.in_labor_force
B12006,038E,estimate.total.widowed.male.in_labor_force.employed_or_in_armed_forces
B12006,039E,estimate.total.widowed.male.in_labor_force.unemployed
B12006,040E,estimate.total.widowed.male.not_in_labor_force
B12006,041E,estimate.total.widowed.female
B12006,042E,estimate.total.widowed.female.in_labor_force
B12006,043E,estimate.total.widowed.female.in_labor_force.employed_or_in_armed_forces
B12006,044E,estimate.total.widowed.female.in_labor_force.unemployed
B12006,045E,estimate.total.widowed.female.not_in_labor_force
B12006,046E,estimate.total.divorced
B12006,047E,estimate.total.divorced.male
B12006,048E,estimate.total.divorced.male.in_labor_force
B12006,049E,estimate.total.divorced.male.in_labor_force.employed_or_in_armed_forces
B12006,050E,estimate.total.divorced.male.in_labor_force.unemployed
B12006,051E,estimate.total.divorced.male.not_in_labor_force
B12006,052E,estimate.total.divorced.female
B12006,053E,estimate.total.divorced.female.in_labor_force
B12006,054E,estimate.total.divorced.female.in_labor_force.employed_or_in_armed_forces
B12006,055E,estimate.total.divorced.female.in_labor_force.unemployed
B12006,056E,estimate.total.divorced.female.not_in_labor_force
B12501,001E,estimate.total
B12501,002E,estimate.total.male
B12501,003E,estimate.total.male.never_married
B12501,004E,estimate.total.male.ever_married
B12501,005E,estimate.total.male.ever_married.married_last_year
B12501,006E,estimate.total.male.ever_married.not_married_last_year
B12501,007E,estimate.total.female
B12501,008E,estimate.total.female.never_married
B12501,009E,estimate.total.female.ever_married
B12501,010E,estimate.total.female.ever_married.married_last_year
B12501,011E,estimate.total.female.ever_married.not_married_last_year
B12502,001E,estimate.total
B12502,002E,estimate.total.male
B12502,003E,estimate.total.male.never_married
B12502,004E,estimate.total.male.ever_married
B12502,005E,estimate.total.male.ever_married.widowed_last_year
B12502,006E,estimate.total.male.ever_married.not_widowed_last_year
B12502,007E,estimate.total.female
B12502,008E,estimate.total.female.never_married
B12502,009E,estimate.total.female.ever_married
B12502,010E,estimate.total.female.ever_married.widowed_last_year
B12502,011E,estimate.total.female.ever_married.not_widowed_last_year
B12503,001E,estimate.total
B12503,002E,estimate.total.male
B12503,003E,estimate.total.male.never_married
B12503,004E,estimate.total.male.ever_married
B12503,005E,estimate.total.male.ever_married.divorced_last_year
B12503,006E,estimate.total.male.ever_married.not_divorced_last_year
B12503,007E,estimate.total.female
B12503,008E,estimate.total.female.never_married
B12503,009E,estimate.total.female.ever_married
B12503,010E,estimate.total.female.ever_married.divorced_last_year
B12503,011E,estimate.total.female.ever_married.not_divorced_last_year
B12504,001E,estimate.total
B12504,002E,estimate.total.male
B12504,007E,estimate.total.male.separated
B12504,008E,estimate.total.female
B12504,013E,estimate.total.female.separated
B12505,001E,estimate.total
B12505,002E,estimate.total.male
B12505,003E,estimate.total.male.never_married
B12505,004E,estimate.total.male.ever_married
B12505,005E,estimate.total.male.ever_married.once
B12505,006E,estimate.total.male.ever_married.two_times
B12505,007E,estimate.total.male.ever_married.three_or_more_times
B12505,008E,estimate.total.female
B12505,009E,estimate.total.female.never_married
B12505,010E,estimate.total.female.ever_married
B12505,011E,estimate.total.female.ever_married.once
B12505,012E,estimate.total.female.ever_married.two_times
B12505,013E,estimate.total.female.ever_married.three_or_more_times
B13002,001E,estimate.total
B13002,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002,011E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002A,001E,estimate.total
B13002A,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002A,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002B,001E,estimate.total
B13002B,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002B,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002C,001E,estimate.total
B13002C,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002C,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002D,001E,estimate.total
B13002D,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002D,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002E,001E,estimate.total
B13002E,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002E,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002F,001E,estimate.total
B13002F,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002F,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002G,001E,estimate.total
B13002G,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002G,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002H,001E,estimate.total
B13002H,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002H,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13002I,001E,estimate.total
B13002I,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13002I,005E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13004,001E,estimate.total
B13004,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13004,003E,estimate.total.women_who_had_a_birth_in_the_past_12_months.has_a_spouse_present
B13004,004E,estimate.total.women_who_had_a_birth_in_the_past_12_months.partner_in_an_unmarried_partner_household
B13004,005E,estimate.total.women_who_had_a_birth_in_the_past_12_months.other_living_arrangement
B13004,006E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13004,007E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.has_a_spouse_present
B13004,009E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.other_living_arrangement
B13008,001E,estimate.total
B13008,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13008,009E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13010,001E,estimate.total
B13010,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13010,011E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13012,001E,estimate.total
B13012,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13012,009E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13014,001E,estimate.total
B13014,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13014,015E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13015,001E,estimate.total
B13015,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13015,009E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13016,001E,estimate.total
B13016,002E,estimate.total.women_who_had_a_birth_in_the_past_12_months
B13016,003E,estimate.total.women_who_had_a_birth_in_the_past_12_months.15_to_19_years_old
B13016,004E,estimate.total.women_who_had_a_birth_in_the_past_12_months.20_to_24_years_old
B13016,005E,estimate.total.women_who_had_a_birth_in_the_past_12_months.25_to_29_years_old
B13016,006E,estimate.total.women_who_had_a_birth_in_the_past_12_months.30_to_34_years_old
B13016,007E,estimate.total.women_who_had_a_birth_in_the_past_12_months.35_to_39_years_old
B13016,008E,estimate.total.women_who_had_a_birth_in_the_past_12_months.40_to_44_years_old
B13016,009E,estimate.total.women_who_had_a_birth_in_the_past_12_months.45_to_50_years_old
B13016,010E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months
B13016,011E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.15_to_19_years_old
B13016,012E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.20_to_24_years_old
B13016,013E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.25_to_29_years_old
B13016,014E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.30_to_34_years_old
B13016,015E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.35_to_39_years_old
B13016,016E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.40_to_44_years_old
B13016,017E,estimate.total.women_who_did_not_have_a_birth_in_the_past_12_months.45_to_50_years_old
B14001,001E,estimate.total
B14001,002E,estimate.total.enrolled_in_school
B14001,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14001,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1_to_grade_4
B14001,006E,estimate.total.enrolled_in_school.enrolled_in_grade_5_to_grade_8
B14001,007E,estimate.total.enrolled_in_school.enrolled_in_grade_9_to_grade_12
B14001,009E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14001,010E,estimate.total.not_enrolled_in_school
B14002,001E,estimate.total
B14002,002E,estimate.total.male
B14002,003E,estimate.total.male.enrolled_in_school
B14002,007E,estimate.total.male.enrolled_in_school.enrolled_in_kindergarten
B14002,008E,estimate.total.male.enrolled_in_school.enrolled_in_kindergarten.public_school
B14002,009E,estimate.total.male.enrolled_in_school.enrolled_in_kindergarten.private_school
B14002,010E,estimate.total.male.enrolled_in_school.enrolled_in_grade_1_to_grade_4
B14002,011E,estimate.total.male.enrolled_in_school.enrolled_in_grade_1_to_grade_4.public_school
B14002,012E,estimate.total.male.enrolled_in_school.enrolled_in_grade_1_to_grade_4.private_school
B14002,013E,estimate.total.male.enrolled_in_school.enrolled_in_grade_5_to_grade_8
B14002,014E,estimate.total.male.enrolled_in_school.enrolled_in_grade_5_to_grade_8.public_school
B14002,015E,estimate.total.male.enrolled_in_school.enrolled_in_grade_5_to_grade_8.private_school
B14002,016E,estimate.total.male.enrolled_in_school.enrolled_in_grade_9_to_grade_12
B14002,017E,estimate.total.male.enrolled_in_school.enrolled_in_grade_9_to_grade_12.public_school
B14002,018E,estimate.total.male.enrolled_in_school.enrolled_in_grade_9_to_grade_12.private_school
B14002,019E,estimate.total.male.enrolled_in_school.enrolled_in_college_undergraduate_years
B14002,020E,estimate.total.male.enrolled_in_school.enrolled_in_college_undergraduate_years.public_school
B14002,021E,estimate.total.male.enrolled_in_school.enrolled_in_college_undergraduate_years.private_school
B14002,022E,estimate.total.male.enrolled_in_school.enrolled_in_graduate_or_professional_school
B14002,023E,estimate.total.male.enrolled_in_school.enrolled_in_graduate_or_professional_school.public_school
B14002,024E,estimate.total.male.enrolled_in_school.enrolled_in_graduate_or_professional_school.private_school
B14002,025E,estimate.total.male.not_enrolled_in_school
B14002,026E,estimate.total.female
B14002,027E,estimate.total.female.enrolled_in_school
B14002,031E,estimate.total.female.enrolled_in_school.enrolled_in_kindergarten
B14002,032E,estimate.total.female.enrolled_in_school.enrolled_in_kindergarten.public_school
B14002,033E,estimate.total.female.enrolled_in_school.enrolled_in_kindergarten.private_school
B14002,034E,estimate.total.female.enrolled_in_school.enrolled_in_grade_1_to_grade_4
B14002,035E,estimate.total.female.enrolled_in_school.enrolled_in_grade_1_to_grade_4.public_school
B14002,036E,estimate.total.female.enrolled_in_school.enrolled_in_grade_1_to_grade_4.private_school
B14002,037E,estimate.total.female.enrolled_in_school.enrolled_in_grade_5_to_grade_8
B14002,038E,estimate.total.female.enrolled_in_school.enrolled_in_grade_5_to_grade_8.public_school
B14002,039E,estimate.total.female.enrolled_in_school.enrolled_in_grade_5_to_grade_8.private_school
B14002,040E,estimate.total.female.enrolled_in_school.enrolled_in_grade_9_to_grade_12
B14002,041E,estimate.total.female.enrolled_in_school.enrolled_in_grade_9_to_grade_12.public_school
B14002,042E,estimate.total.female.enrolled_in_school.enrolled_in_grade_9_to_grade_12.private_school
B14002,043E,estimate.total.female.enrolled_in_school.enrolled_in_college_undergraduate_years
B14002,044E,estimate.total.female.enrolled_in_school.enrolled_in_college_undergraduate_years.public_school
B14002,045E,estimate.total.female.enrolled_in_school.enrolled_in_college_undergraduate_years.private_school
B14002,046E,estimate.total.female.enrolled_in_school.enrolled_in_graduate_or_professional_school
B14002,047E,estimate.total.female.enrolled_in_school.enrolled_in_graduate_or_professional_school.public_school
B14002,048E,estimate.total.female.enrolled_in_school.enrolled_in_graduate_or_professional_school.private_school
B14002,049E,estimate.total.female.not_enrolled_in_school
B14003,001E,estimate.total
B14003,002E,estimate.total.male
B14003,003E,estimate.total.male.enrolled_in_public_school
B14003,004E,estimate.total.male.enrolled_in_public_school.3_and_4_years
B14003,005E,estimate.total.male.enrolled_in_public_school.5_to_9_years
B14003,006E,estimate.total.male.enrolled_in_public_school.10_to_14_years
B14003,007E,estimate.total.male.enrolled_in_public_school.15_to_17_years
B14003,008E,estimate.total.male.enrolled_in_public_school.18_and_19_years
B14003,009E,estimate.total.male.enrolled_in_public_school.20_to_24_years
B14003,010E,estimate.total.male.enrolled_in_public_school.25_to_34_years
B14003,011E,estimate.total.male.enrolled_in_public_school.35_years_and_over
B14003,012E,estimate.total.male.enrolled_in_private_school
B14003,013E,estimate.total.male.enrolled_in_private_school.3_and_4_years
B14003,014E,estimate.total.male.enrolled_in_private_school.5_to_9_years
B14003,015E,estimate.total.male.enrolled_in_private_school.10_to_14_years
B14003,016E,estimate.total.male.enrolled_in_private_school.15_to_17_years
B14003,017E,estimate.total.male.enrolled_in_private_school.18_and_19_years
B14003,018E,estimate.total.male.enrolled_in_private_school.20_to_24_years
B14003,019E,estimate.total.male.enrolled_in_private_school.25_to_34_years
B14003,020E,estimate.total.male.enrolled_in_private_school.35_years_and_over
B14003,021E,estimate.total.male.not_enrolled_in_school
B14003,022E,estimate.total.male.not_enrolled_in_school.3_and_4_years
B14003,023E,estimate.total.male.not_enrolled_in_school.5_to_9_years
B14003,024E,estimate.total.male.not_enrolled_in_school.10_to_14_years
B14003,025E,estimate.total.male.not_enrolled_in_school.15_to_17_years
B14003,026E,estimate.total.male.not_enrolled_in_school.18_and_19_years
B14003,027E,estimate.total.male.not_enrolled_in_school.20_to_24_years
B14003,028E,estimate.total.male.not_enrolled_in_school.25_to_34_years
B14003,029E,estimate.total.male.not_enrolled_in_school.35_years_and_over
B14003,030E,estimate.total.female
B14003,031E,estimate.total.female.enrolled_in_public_school
B14003,032E,estimate.total.female.enrolled_in_public_school.3_and_4_years
B14003,033E,estimate.total.female.enrolled_in_public_school.5_to_9_years
B14003,034E,estimate.total.female.enrolled_in_public_school.10_to_14_years
B14003,035E,estimate.total.female.enrolled_in_public_school.15_to_17_years
B14003,036E,estimate.total.female.enrolled_in_public_school.18_and_19_years
B14003,037E,estimate.total.female.enrolled_in_public_school.20_to_24_years
B14003,038E,estimate.total.female.enrolled_in_public_school.25_to_34_years
B14003,039E,estimate.total.female.enrolled_in_public_school.35_years_and_over
B14003,040E,estimate.total.female.enrolled_in_private_school
B14003,041E,estimate.total.female.enrolled_in_private_school.3_and_4_years
B14003,042E,estimate.total.female.enrolled_in_private_school.5_to_9_years
B14003,043E,estimate.total.female.enrolled_in_private_school.10_to_14_years
B14003,044E,estimate.total.female.enrolled_in_private_school.15_to_17_years
B14003,045E,estimate.total.female.enrolled_in_private_school.18_and_19_years
B14003,046E,estimate.total.female.enrolled_in_private_school.20_to_24_years
B14003,047E,estimate.total.female.enrolled_in_private_school.25_to_34_years
B14003,048E,estimate.total.female.enrolled_in_private_school.35_years_and_over
B14003,049E,estimate.total.female.not_enrolled_in_school
B14003,050E,estimate.total.female.not_enrolled_in_school.3_and_4_years
B14003,051E,estimate.total.female.not_enrolled_in_school.5_to_9_years
B14003,052E,estimate.total.female.not_enrolled_in_school.10_to_14_years
B14003,053E,estimate.total.female.not_enrolled_in_school.15_to_17_years
B14003,054E,estimate.total.female.not_enrolled_in_school.18_and_19_years
B14003,055E,estimate.total.female.not_enrolled_in_school.20_to_24_years
B14003,056E,estimate.total.female.not_enrolled_in_school.25_to_34_years
B14003,057E,estimate.total.female.not_enrolled_in_school.35_years_and_over
B14004,001E,estimate.total
B14004,002E,estimate.total.male
B14004,003E,estimate.total.male.enrolled_in_public_college_or_graduate_school
B14004,004E,estimate.total.male.enrolled_in_public_college_or_graduate_school.15_to_17_years
B14004,005E,estimate.total.male.enrolled_in_public_college_or_graduate_school.18_to_24_years
B14004,006E,estimate.total.male.enrolled_in_public_college_or_graduate_school.25_to_34_years
B14004,007E,estimate.total.male.enrolled_in_public_college_or_graduate_school.35_years_and_over
B14004,008E,estimate.total.male.enrolled_in_private_college_or_graduate_school
B14004,009E,estimate.total.male.enrolled_in_private_college_or_graduate_school.15_to_17_years
B14004,010E,estimate.total.male.enrolled_in_private_college_or_graduate_school.18_to_24_years
B14004,011E,estimate.total.male.enrolled_in_private_college_or_graduate_school.25_to_34_years
B14004,012E,estimate.total.male.enrolled_in_private_college_or_graduate_school.35_years_and_over
B14004,013E,estimate.total.male.not_enrolled_in_college_or_graduate_school
B14004,014E,estimate.total.male.not_enrolled_in_college_or_graduate_school.15_to_17_years
B14004,015E,estimate.total.male.not_enrolled_in_college_or_graduate_school.18_to_24_years
B14004,016E,estimate.total.male.not_enrolled_in_college_or_graduate_school.25_to_34_years
B14004,017E,estimate.total.male.not_enrolled_in_college_or_graduate_school.35_years_and_over
B14004,018E,estimate.total.female
B14004,019E,estimate.total.female.enrolled_in_public_college_or_graduate_school
B14004,020E,estimate.total.female.enrolled_in_public_college_or_graduate_school.15_to_17_years
B14004,021E,estimate.total.female.enrolled_in_public_college_or_graduate_school.18_to_24_years
B14004,022E,estimate.total.female.enrolled_in_public_college_or_graduate_school.25_to_34_years
B14004,023E,estimate.total.female.enrolled_in_public_college_or_graduate_school.35_years_and_over
B14004,024E,estimate.total.female.enrolled_in_private_college_or_graduate_school
B14004,025E,estimate.total.female.enrolled_in_private_college_or_graduate_school.15_to_17_years
B14004,026E,estimate.total.female.enrolled_in_private_college_or_graduate_school.18_to_24_years
B14004,027E,estimate.total.female.enrolled_in_private_college_or_graduate_school.25_to_34_years
B14004,028E,estimate.total.female.enrolled_in_private_college_or_graduate_school.35_years_and_over
B14004,029E,estimate.total.female.not_enrolled_in_college_or_graduate_school
B14004,030E,estimate.total.female.not_enrolled_in_college_or_graduate_school.15_to_17_years
B14004,031E,estimate.total.female.not_enrolled_in_college_or_graduate_school.18_to_24_years
B14004,032E,estimate.total.female.not_enrolled_in_college_or_graduate_school.25_to_34_years
B14004,033E,estimate.total.female.not_enrolled_in_college_or_graduate_school.35_years_and_over
B14005,001E,estimate.total
B14005,002E,estimate.total.male
B14005,003E,estimate.total.male.enrolled_in_school
B14005,004E,estimate.total.male.enrolled_in_school.employed
B14005,005E,estimate.total.male.enrolled_in_school.unemployed
B14005,006E,estimate.total.male.enrolled_in_school.not_in_labor_force
B14005,007E,estimate.total.male.not_enrolled_in_school
B14005,012E,estimate.total.male.not_enrolled_in_school.not_high_school_graduate
B14005,013E,estimate.total.male.not_enrolled_in_school.not_high_school_graduate.employed
B14005,014E,estimate.total.male.not_enrolled_in_school.not_high_school_graduate.unemployed
B14005,015E,estimate.total.male.not_enrolled_in_school.not_high_school_graduate.not_in_labor_force
B14005,016E,estimate.total.female
B14005,017E,estimate.total.female.enrolled_in_school
B14005,018E,estimate.total.female.enrolled_in_school.employed
B14005,019E,estimate.total.female.enrolled_in_school.unemployed
B14005,020E,estimate.total.female.enrolled_in_school.not_in_labor_force
B14005,021E,estimate.total.female.not_enrolled_in_school
B14005,026E,estimate.total.female.not_enrolled_in_school.not_high_school_graduate
B14005,027E,estimate.total.female.not_enrolled_in_school.not_high_school_graduate.employed
B14005,028E,estimate.total.female.not_enrolled_in_school.not_high_school_graduate.unemployed
B14005,029E,estimate.total.female.not_enrolled_in_school.not_high_school_graduate.not_in_labor_force
B14006,001E,estimate.total
B14006,002E,estimate.total.income_in_the_past_12_months_below_the_poverty_level
B14006,003E,estimate.total.income_in_the_past_12_months_below_the_poverty_level.enrolled_in_school
B14006,011E,estimate.total.income_in_the_past_12_months_below_the_poverty_level.not_enrolled_in_school
B14006,012E,estimate.total.income_in_the_past_12_months_at_or_above_the_poverty_level
B14006,013E,estimate.total.income_in_the_past_12_months_at_or_above_the_poverty_level.enrolled_in_school
B14006,021E,estimate.total.income_in_the_past_12_months_at_or_above_the_poverty_level.not_enrolled_in_school
B14007,001E,estimate.total
B14007,002E,estimate.total.enrolled_in_school
B14007,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
